course_name,math/stat,stock_trading,stress_relieve,mobile_app_dev,critical_thinking/reasoning,database,courses_taught_in_foreign_language,javascript(minor_topic),social_science,random1,web_development,languages,finance/accounting,nutrition/health,financial_math(small_cluster),speaking/sound(small_cluster),online_ed_related,music,random2,photography,e-commerce/small_business,random3,fitness/weight_loss,science,programming,liberal_art,tsne_1,tsne_2,color,rating counts,total_enrollment,rating,final_provider,final_link,effort_hr_wk,final_price,course_name_for_hover,course_name_for_unhover,course_name_with_underscore,final_img
"Step by Step Guide to Get Over $100,000 in Business Credit ",0.11423986616,0.133633984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332668441253,0.0,0.0,0.0,0.395953434748,0.0,0.0,0.0,0.0,0.0,3.47161974776,8.60962755369,navy,23.0,505.0,97.392,Udemy,https://www.udemy.com/how-to-start-a-business-and-build-business-credit/,0,70,"hovercourse('Step by Step Guide to Get Over $100,000 in Business Credit ')","unhovercourse('Step by Step Guide to Get Over $100,000 in Business Credit ')","Step_by_Step_Guide_to_Get_Over_$100,000_in_Business_Credit_","../static/course_images/Step_by_Step_Guide_to_Get_Over_$100,000_in_Business_Credit_.jpg"
How I Made My First $100 Teaching What I Know On Udemy,0.0,0.0,0.0,0.0305482999307,0.0,0.0,0.0,0.0,0.0,0.0203843481806,0.0,0.0,0.0,0.0,0.0,0.0,0.0809830233992,0.0,0.417249447615,0.0,0.446297283641,0.0,0.0,0.0,0.0,0.0,-4.99606464495,6.06484131747,navy,13.0,1012.0,95.384,Udemy,https://www.udemy.com/first-100-dollars-teaching-what-you-know/,0,41,hovercourse('How I Made My First $100 Teaching What I Know On Udemy'),unhovercourse('How I Made My First $100 Teaching What I Know On Udemy'),How_I_Made_My_First_$100_Teaching_What_I_Know_On_Udemy,../static/course_images/How_I_Made_My_First_$100_Teaching_What_I_Know_On_Udemy.jpg
IAB's Road to College Bowling,0.359851692357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152740677334,0.0,0.413300982229,0.0,0.0,0.0,0.0,0.0680192103378,1.31316440612,5.7777221791,navy,1.0,21.0,100.0,Udemy,https://www.udemy.com/iabs-road-to-college-bowling/,0,149,hovercourse('IAB's Road to College Bowling'),unhovercourse('IAB's Road to College Bowling'),IAB's_Road_to_College_Bowling,../static/course_images/IAB's_Road_to_College_Bowling.jpg
Wealth Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1247143489,0.0,0.0,0.0,0.288716409305,0.0,0.0,0.0,0.194873939198,0.0,0.0,0.0,0.384524507289,0.0,0.0,0.0,0.0,0.0,3.33496809777,5.97639672185,navy,0.0,262.0,0.0,Udemy,https://www.udemy.com/austalgroupwealth-management/,0,18,hovercourse('Wealth Management'),unhovercourse('Wealth Management'),Wealth_Management,../static/course_images/0.png
"Trading Inside Bars - Find Setups Today, Make Money Tomorrow",0.0,0.714996788615,0.0,0.0212818726182,0.0100133032886,0.0294380850931,0.0,0.13740318331,0.0,0.0,0.0,0.0,0.0291002615165,0.0,0.0,0.0,0.0474039633153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38333514981,2.4602081303,#fa8d62,27.0,1086.0,97.038,Udemy,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,0,32,"hovercourse('Trading Inside Bars - Find Setups Today, Make Money Tomorrow')","unhovercourse('Trading Inside Bars - Find Setups Today, Make Money Tomorrow')","Trading_Inside_Bars_-_Find_Setups_Today,_Make_Money_Tomorrow","../static/course_images/Trading_Inside_Bars_-_Find_Setups_Today,_Make_Money_Tomorrow.jpg"
Train the Trainer Calm: Remove Classroom Fear and Stress,0.0,0.034868465641,0.198895029367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216435660436,0.0,0.0,0.0,0.36084016753,0.0,0.18279508689,0.0,0.0,0.0,3.68802772809,7.94320708707,navy,5.0,89.0,100.0,Udemy,https://www.udemy.com/healthy-trainer-ensure-you-lead-a-well-balanced-life/,0,26,hovercourse('Train the Trainer Calm: Remove Classroom Fear and Stress'),unhovercourse('Train the Trainer Calm: Remove Classroom Fear and Stress'),Train_the_Trainer_Calm:_Remove_Classroom_Fear_and_Stress,../static/course_images/Train_the_Trainer_Calm:_Remove_Classroom_Fear_and_Stress.jpg
4 Ways to Build an Online Teaching Business: Start Here,0.0,0.0287781247151,0.0,0.0,0.0,0.0,0.0236018242792,0.0126514257045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457252397318,0.0,0.0,0.0,0.4724024628,0.0,0.0,0.0,0.0,0.0,5.22344647408,9.64085720563,navy,1.0,403.0,100.0,Udemy,https://www.udemy.com/5waystoteachonline/,0,n.a.,hovercourse('4 Ways to Build an Online Teaching Business: Start Here'),unhovercourse('4 Ways to Build an Online Teaching Business: Start Here'),4_Ways_to_Build_an_Online_Teaching_Business:_Start_Here,../static/course_images/4_Ways_to_Build_an_Online_Teaching_Business:_Start_Here.jpg
How to Make Money as an Effective Public Speaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128925502295,0.0,0.0,0.0,0.478830701649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012619500901,0.492476217723,0.0,0.0,0.0,0.0,0.0,-8.84508077521,-4.71299520253,navy,6.0,232.0,90.0,Udemy,https://www.udemy.com/effective-public-speaking/,0,26,hovercourse('How to Make Money as an Effective Public Speaker'),unhovercourse('How to Make Money as an Effective Public Speaker'),How_to_Make_Money_as_an_Effective_Public_Speaker,../static/course_images/How_to_Make_Money_as_an_Effective_Public_Speaker.jpg
Read Music FAST!,0.0,0.0,0.0,0.0,0.0710010935602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0961602370731,0.0340081104605,0.576931304337,0.0,0.0,0.21921589142,0.0,0.0,0.0,0.0,0.0,15.1341616848,5.45510351116,#fefeb3,50.0,1729.0,98.4,Udemy,https://www.udemy.com/sight-reading/,0,18,hovercourse('Read Music FAST!'),unhovercourse('Read Music FAST!'),Read_Music_FAST!,../static/course_images/Read_Music_FAST!.jpg
English at Work in Asia: Preparing for a Job Interview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14846676845,0.0,0.035900260431,0.0,0.0,0.385173045609,0.0,0.0,0.0,0.423227841354,0.0,0.0,0.0,0.0,0.0,5.13400796311,9.23138607604,navy,,,,EDX,https://www.edx.org/course/english-work-asia-preparing-job-hkpolyux-ewa1-1-2x,3.0,n.a.,hovercourse('English at Work in Asia: Preparing for a Job Interview'),unhovercourse('English at Work in Asia: Preparing for a Job Interview'),English_at_Work_in_Asia:_Preparing_for_a_Job_Interview,../static/course_images/ewa1.1.2x-course_image-378x225a.png
Pro Insight Weight Loss Interviews,0.0,0.0,0.0,0.0,0.0,0.0,0.0173957293974,0.0,0.0,0.056080986844,0.0,0.0,0.0,0.0340512759514,0.0,0.0,0.0,0.0,0.0,0.0,0.449720686009,0.0,0.436697824923,0.0,0.0,0.0,-3.17759750587,-9.26695821977,navy,0.0,6.0,0.0,Udemy,https://www.udemy.com/pro-insight-weight-loss-interviews/,0,16,hovercourse('Pro Insight Weight Loss Interviews'),unhovercourse('Pro Insight Weight Loss Interviews'),Pro_Insight_Weight_Loss_Interviews,../static/course_images/Pro_Insight_Weight_Loss_Interviews.jpg
Generating the Wealth of Nations,0.0,0.0,0.0,0.0,0.0763893242549,0.0,0.0,0.0,0.314818698308,0.0,0.0,0.0,0.0,0.0498369207249,0.0,0.0,0.0,0.0,0.0,0.0,0.134301858046,0.0,0.0,0.016825824089,0.0,0.402733131071,6.929237817,2.90359944762,navy,,,,Coursera,https://www.coursera.org/course/wealthofnations,7,0,hovercourse('Generating the Wealth of Nations'),unhovercourse('Generating the Wealth of Nations'),Generating_the_Wealth_of_Nations,../static/course_images/wealthofnations.jpg
Conversations in Medicine,0.0,0.0,0.158028388147,0.0,0.0,0.0,0.0,0.0,0.43028278121,0.0,0.0,0.190948284455,0.0,0.176194983088,0.0,0.0,0.0,0.0,0.0,0.0293858845453,0.0,0.0,0.0,0.0,0.0130049705173,0.0,6.99171836296,5.78840232134,navy,0.0,305.0,0.0,Udemy,https://www.udemy.com/learning-medical-terminology/,0,20,hovercourse('Conversations in Medicine'),unhovercourse('Conversations in Medicine'),Conversations_in_Medicine,../static/course_images/Conversations_in_Medicine.jpg
Business Risk Management,0.0,0.275311056435,0.0,0.0,0.0,0.0,0.0,0.0,0.303425798128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415592533997,0.0,0.0,0.0,0.0,0.0,3.90879725161,5.07744123736,navy,15.0,507.0,89.334,Udemy,https://www.udemy.com/business-risk-management/,0,18,hovercourse('Business Risk Management'),unhovercourse('Business Risk Management'),Business_Risk_Management,../static/course_images/0.png
Problem-Solving Made Easy,0.252273802547,0.0,0.0240134697344,0.0,0.0891687514311,0.0,0.0,0.0,0.0494290695753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449181866888,0.0,0.0,0.0,0.0913353219214,0.0,0.0429809718165,0.0,0.0,0.0,5.28283751014,-2.28864511997,navy,2.0,349.0,100.0,Udemy,https://www.udemy.com/problem-solving-made-easy/,0,75,hovercourse('Problem-Solving Made Easy'),unhovercourse('Problem-Solving Made Easy'),Problem-Solving_Made_Easy,../static/course_images/Problem-Solving_Made_Easy.jpg
Shoot Like A PRO,0.0,0.0,0.0,0.0362354253355,0.0,0.0,0.0,0.0,0.0,0.0,0.0137054393852,0.0,0.0,0.0,0.0,0.0,0.0,0.0408462580931,0.0,0.802149178805,0.0514715114094,0.0529757557841,0.0,0.0,0.0,0.0,1.48590727482,-15.1217068253,#f98174,3.0,35.0,46.666,Udemy,https://www.udemy.com/shoot-like-a-pro/,0,26,hovercourse('Shoot Like A PRO'),unhovercourse('Shoot Like A PRO'),Shoot_Like_A_PRO,../static/course_images/Shoot_Like_A_PRO.jpg
Take Charge of Your Sales Career,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489116458165,0.0,0.0,0.0,0.493466996116,0.0,0.0,0.0,0.0,0.0,5.32381893674,9.68017137598,navy,3.0,122.0,100.0,Udemy,https://www.udemy.com/take-charge-of-your-sales-career/,0,20,hovercourse('Take Charge of Your Sales Career'),unhovercourse('Take Charge of Your Sales Career'),Take_Charge_of_Your_Sales_Career,../static/course_images/Take_Charge_of_Your_Sales_Career.jpg
How To Set Up A Limited Company In The UK,0.0,0.0415037882257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181577750962,0.0,0.0,0.0,0.303645199451,0.0,0.0,0.0,0.37131791249,0.0978344697501,0.0,0.0,0.0,0.0,3.56807513824,7.31429266189,navy,2.0,703.0,70.0,Udemy,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,0,n.a.,hovercourse('How To Set Up A Limited Company In The UK'),unhovercourse('How To Set Up A Limited Company In The UK'),How_To_Set_Up_A_Limited_Company_In_The_UK,../static/course_images/How_To_Set_Up_A_Limited_Company_In_The_UK.jpg
Forex Trading,0.0,0.219291576626,0.0,0.0,0.0,0.0,0.0,0.13593499811,0.0,0.0312936128972,0.0,0.0,0.038165647682,0.0,0.0,0.0,0.0,0.0,0.0566821521735,0.0,0.325613449724,0.0,0.184318929087,0.0,0.0,0.0,0.281546083415,4.26313417253,navy,9.0,1068.0,86.666,Udemy,https://www.udemy.com/simple-forex-trading/,0,n.a.,hovercourse('Forex Trading'),unhovercourse('Forex Trading'),Forex_Trading,../static/course_images/Forex_Trading.jpg
Elite Close Combat Training: Law Dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266743164163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384791751413,0.0684247288158,0.269913582458,0.0,0.0,0.0,-1.91795532479,3.44817883279,navy,7.0,601.0,97.142,Udemy,https://www.udemy.com/lawdogtactics/,0,51,hovercourse('Elite Close Combat Training: Law Dog'),unhovercourse('Elite Close Combat Training: Law Dog'),Elite_Close_Combat_Training:_Law_Dog,../static/course_images/Elite_Close_Combat_Training:_Law_Dog.jpg
How to Negotiate Like An Angry Bride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821959543155,0.0,0.132618890871,0.0,0.0,0.0,0.0,0.119655279208,0.0,0.172767904444,0.172318056359,0.312673907033,0.0,0.0,0.0,0.0,0.0,-3.52897283923,4.21562446611,navy,18.0,2686.0,55.556,Udemy,https://www.udemy.com/how-to-negotiate-like-an-angry-bride/,0,n.a.,hovercourse('How to Negotiate Like An Angry Bride'),unhovercourse('How to Negotiate Like An Angry Bride'),How_to_Negotiate_Like_An_Angry_Bride,../static/course_images/How_to_Negotiate_Like_An_Angry_Bride.jpg
Exploring Entrepreneurship for the Creative Professions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528540499523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472051920179,0.0,0.0,0.0,0.471624949929,0.0,0.0,0.0,0.0,0.0,5.31559969291,9.60187098166,navy,4.0,2797.0,65.0,Udemy,https://www.udemy.com/exploring-entrepreneurship-for-the-creative-professions/,0,n.a.,hovercourse('Exploring Entrepreneurship for the Creative Professions'),unhovercourse('Exploring Entrepreneurship for the Creative Professions'),Exploring_Entrepreneurship_for_the_Creative_Professions,../static/course_images/Exploring_Entrepreneurship_for_the_Creative_Professions.jpg
Stock Trading Strategies: Profitable Trading in 7 Days.,0.0,0.327451720598,0.0,0.0,0.0,0.0,0.0,0.217607911649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577463065944,0.0,0.0,0.0,0.391872338856,0.0,0.0,0.0,0.0,0.0,0.731272957764,4.16930095782,navy,0.0,8.0,0.0,Udemy,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,0,20,hovercourse('Stock Trading Strategies: Profitable Trading in 7 Days.'),unhovercourse('Stock Trading Strategies: Profitable Trading in 7 Days.'),Stock_Trading_Strategies:_Profitable_Trading_in_7_Days.,../static/course_images/0.png
Learn the Agile Methodology to Make More Money,0.0,0.0,0.0,0.0,0.0,0.03968896856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947490518619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8647774407,-7.19248731042,#8dd3c7,7.0,189.0,88.572,Udemy,https://www.udemy.com/introduction-to-agile/,0,36,hovercourse('Learn the Agile Methodology to Make More Money'),unhovercourse('Learn the Agile Methodology to Make More Money'),Learn_the_Agile_Methodology_to_Make_More_Money,../static/course_images/Learn_the_Agile_Methodology_to_Make_More_Money.jpg
Writing Better Requirements in Plain English,0.0191287500724,0.0,0.0383029920715,0.0,0.10697731262,0.0,0.0,0.0,0.0,0.0,0.0,0.140526645043,0.0358662347886,0.0,0.0,0.0,0.576419455145,0.0,0.0,0.0,0.0799128485703,0.0,0.0,0.0,0.0,0.0,10.3625844507,-6.02525635168,#8dd3c7,4.0,428.0,85.0,Udemy,https://www.udemy.com/writing-software-requirements-it-projects/,0,23,hovercourse('Writing Better Requirements in Plain English'),unhovercourse('Writing Better Requirements in Plain English'),Writing_Better_Requirements_in_Plain_English,../static/course_images/0.png
Ideas of the Twentieth Century,0.0493184455728,0.0,0.0,0.0,0.111281511205,0.0,0.0,0.0,0.325676776569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459954200883,0.0945216074329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367672204821,7.18494816688,2.87935514447,navy,,,,EDX,https://www.edx.org/course/ideas-twentieth-century-utaustinx-ut-2-02x,5.0,n.a.,hovercourse('Ideas of the Twentieth Century'),unhovercourse('Ideas of the Twentieth Century'),Ideas_of_the_Twentieth_Century,../static/course_images/bonevac_course_378x225.png
Acoustic Songwriting. Create your own original songs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197898716675,0.379603040178,0.0,0.0,0.419350145693,0.0,0.0,0.0,0.0,0.0,1.11950330439,7.27130348076,navy,98.0,1793.0,98.98,Udemy,https://www.udemy.com/acoustic/,0,99,hovercourse('Acoustic Songwriting. Create your own original songs.'),unhovercourse('Acoustic Songwriting. Create your own original songs.'),Acoustic_Songwriting._Create_your_own_original_songs.,../static/course_images/0.png
Handle difficult questions the bank manager will ask you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699185292627,0.24768463313,0.0,0.0,0.0,0.243509402175,0.0,0.0,0.0,0.353870144973,0.0823428126193,0.0,0.0,0.0,0.0,3.47413228539,6.99620653857,navy,0.0,0.0,0.0,Udemy,https://www.udemy.com/handle-difficult-questions-the-bank-manager-will-ask-you/,0,14,hovercourse('Handle difficult questions the bank manager will ask you'),unhovercourse('Handle difficult questions the bank manager will ask you'),Handle_difficult_questions_the_bank_manager_will_ask_you,../static/course_images/Handle_difficult_questions_the_bank_manager_will_ask_you.jpg
EFT for Stock Option Trading Success & Making More Money,0.0,0.0808592296808,0.131599265945,0.0,0.0,0.0,0.0,0.160697574436,0.0,0.0703895952531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256207270371,0.307002296135,0.0,0.212575185626,0.0,0.0,0.0,-1.25983620844,4.29456298376,navy,3.0,1038.0,73.334,Udemy,https://www.udemy.com/eft-for-stock-option-trading-success/,0,22,hovercourse('EFT for Stock Option Trading Success & Making More Money'),unhovercourse('EFT for Stock Option Trading Success & Making More Money'),EFT_for_Stock_Option_Trading_Success_&_Making_More_Money,../static/course_images/EFT_for_Stock_Option_Trading_Success_&_Making_More_Money.jpg
Photography: These Companies Want Your Photos - Make Money,0.0,0.0,0.0,0.0,0.0158000436739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281850360636,0.342027783864,0.335412602356,0.0139792921608,0.0,0.0,0.0,0.0,-3.72784022908,4.28102800825,navy,87.0,11726.0,86.976,Udemy,https://www.udemy.com/get-your-photos-published/,0,85,hovercourse('Photography: These Companies Want Your Photos - Make Money'),unhovercourse('Photography: These Companies Want Your Photos - Make Money'),Photography:_These_Companies_Want_Your_Photos_-_Make_Money,../static/course_images/Photography:_These_Companies_Want_Your_Photos_-_Make_Money.jpg
Presumed Innocent? The Social Science of Wrongful Conviction,0.0,0.0,0.0,0.0,0.17193067506,0.0,0.0,0.0,0.78507280765,0.0,0.0,0.0,0.0,0.0,0.0,0.0369787255571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1143173587,8.0021527159,#e41a1c,,,,Coursera,https://www.coursera.org/course/wrongfulconviction,5,0,hovercourse('Presumed Innocent? The Social Science of Wrongful Conviction'),unhovercourse('Presumed Innocent? The Social Science of Wrongful Conviction'),Presumed_Innocent?_The_Social_Science_of_Wrongful_Conviction,../static/course_images/wrongfulconviction.jpg
The Challenges of Global Poverty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381753568964,0.0,0.0,0.0,0.0,0.143687988812,0.0,0.0,0.0,0.0,0.0,0.0,0.396273762008,0.0,0.0650635263689,0.0,0.0,0.0,4.63123847184,5.02398659244,navy,,,,EDX,https://www.edx.org/course/challenges-global-poverty-mitx-14-73x,7.0,n.a.,hovercourse('The Challenges of Global Poverty'),unhovercourse('The Challenges of Global Poverty'),The_Challenges_of_Global_Poverty,../static/course_images/14.73x_378x225.jpg
"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.",0.0,0.0,0.0,0.0,0.0351903525608,0.0,0.0,0.0,0.539401478351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327351867122,0.0,0.0,0.0,0.0,0.0925617964709,5.13942474758,5.02876354714,#e41a1c,,,,Coursera,https://www.coursera.org/course/orgology,0,0,"hovercourse('Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.')","unhovercourse('Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.')","Time_to_Reorganize!_Understand_Organizations,_Act,_and_Build_a_Meaningful_World.",../static/course_images/orgology.jpg
Lean Enterprise: Corporate Innovation Certification,0.0,0.0,0.0,0.0,0.0213998529915,0.0,0.0,0.0,0.0885823225733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478066480064,0.0,0.0,0.0,0.345333420184,0.0,0.0,0.0,0.0,0.0639075473162,5.52935068626,8.85753725594,navy,38.0,426.0,92.632,Udemy,https://www.udemy.com/lean-enterprise-corporate-innovation-certification/,0,300,hovercourse('Lean Enterprise: Corporate Innovation Certification'),unhovercourse('Lean Enterprise: Corporate Innovation Certification'),Lean_Enterprise:_Corporate_Innovation_Certification,../static/course_images/Lean_Enterprise:_Corporate_Innovation_Certification.jpg
Forex Killing Divergence - How to trade with precision,0.0,0.448096758584,0.0,0.0,0.0,0.0,0.0,0.0980964234229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436794983672,0.0,0.0,0.0,0.0,0.0,0.893793779136,4.0866602748,navy,3.0,705.0,93.334,Udemy,https://www.udemy.com/forex-killing-divergence-how-to-trade-with-precision/,0,20,hovercourse('Forex Killing Divergence - How to trade with precision'),unhovercourse('Forex Killing Divergence - How to trade with precision'),Forex_Killing_Divergence_-_How_to_trade_with_precision,../static/course_images/Forex_Killing_Divergence_-_How_to_trade_with_precision.jpg
Piano - The Hard Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497172770441,0.0,0.0,0.473050554619,0.0,0.0,0.0,0.0,0.0,1.04737669676,7.14653545115,navy,1.0,199.0,100.0,Udemy,https://www.udemy.com/piano-the-hard-way/,0,32,hovercourse('Piano - The Hard Way'),unhovercourse('Piano - The Hard Way'),Piano_-_The_Hard_Way,../static/course_images/Piano_-_The_Hard_Way.jpg
Option Trading - How To Earn If You Can't Predict The Market,0.0,0.313723303608,0.0,0.0,0.0,0.0,0.0,0.270973585815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393727125585,0.0,0.0,0.0,0.0,0.0,0.720418869519,4.18146981442,navy,24.0,1716.0,100.0,Udemy,https://www.udemy.com/option-trading-how-to-earn/,0,37,hovercourse('Option Trading - How To Earn If You Can't Predict The Market'),unhovercourse('Option Trading - How To Earn If You Can't Predict The Market'),Option_Trading_-_How_To_Earn_If_You_Can't_Predict_The_Market,../static/course_images/0.png
Technical Analysis - A practical approach for trade entry,0.0,0.561236738599,0.0,0.0403039641588,0.088390231667,0.0,0.0,0.160079968576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181728604461,0.0,0.0,0.128397433134,0.0,0.0,0.0,0.0,0.0,1.61698469686,2.49882653826,#fa8d62,1.0,140.0,100.0,Udemy,https://www.udemy.com/learn-technical-analysis/,0,32,hovercourse('Technical Analysis - A practical approach for trade entry'),unhovercourse('Technical Analysis - A practical approach for trade entry'),Technical_Analysis_-_A_practical_approach_for_trade_entry,../static/course_images/Technical_Analysis_-_A_practical_approach_for_trade_entry.jpg
Certified StratPad Coach - Level 1: Business Plan Expert,0.0424436886979,0.0,0.0,0.0,0.0,0.0,0.0409200983315,0.0,0.0,0.0,0.0,0.0,0.109129920469,0.0205331323384,0.0,0.0246795716531,0.133600465487,0.0,0.0,0.0,0.323563744376,0.290706301723,0.0,0.0,0.0,0.0,-2.32773505783,4.94335777541,navy,2.0,60.0,90.0,Udemy,https://www.udemy.com/certified-stratpad-coach-level-1-business-plan-expert-course/,0,199,hovercourse('Certified StratPad Coach - Level 1: Business Plan Expert'),unhovercourse('Certified StratPad Coach - Level 1: Business Plan Expert'),Certified_StratPad_Coach_-_Level_1:_Business_Plan_Expert,../static/course_images/0.png
Transform your Mind using Aromatherapy,0.0,0.0,0.461369854176,0.0,0.117168581821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116905924659,0.272011260644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7462092826,-7.68483684313,navy,0.0,66.0,0.0,Udemy,https://www.udemy.com/transform-your-mind-using-aromatherapy/,0,18,hovercourse('Transform your Mind using Aromatherapy'),unhovercourse('Transform your Mind using Aromatherapy'),Transform_your_Mind_using_Aromatherapy,../static/course_images/Transform_your_Mind_using_Aromatherapy.jpg
"Entrepreneur's Survival Guide to Trademarks, Patents, & More",0.0322490784734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688024633232,0.0,0.126633116838,0.0,0.0,0.0926108055673,0.104482804034,0.0,0.0,0.0,0.0,0.307088604387,0.0,0.0,0.0,0.0,0.262379038944,-0.933890795285,5.28857921216,navy,10.0,4041.0,96.0,Udemy,https://www.udemy.com/entrepreneurs-survival-guide/,0,n.a.,"hovercourse('Entrepreneur's Survival Guide to Trademarks, Patents, & More')","unhovercourse('Entrepreneur's Survival Guide to Trademarks, Patents, & More')","Entrepreneur's_Survival_Guide_to_Trademarks,_Patents,_&_More","../static/course_images/Entrepreneur's_Survival_Guide_to_Trademarks,_Patents,_&_More.jpg"
Master Public Speaking  ,0.0,0.0,0.0520120530921,0.0,0.0,0.0,0.0,0.0,0.0559678391512,0.0719949771059,0.0,0.29345021585,0.0,0.0,0.0,0.115561950355,0.0840196079144,0.0,0.0,0.0,0.317059902305,0.0,0.0,0.0,0.0,0.0,-8.20514380123,-4.77849791935,navy,3.0,601.0,93.334,Udemy,https://www.udemy.com/ultimatepublicspeakingsolution/,0,41,hovercourse('Master Public Speaking  '),unhovercourse('Master Public Speaking  '),Master_Public_Speaking__,../static/course_images/Master_Public_Speaking__.jpg
Be Free of Diseases! Stop Drinking! Quit Smoking!,0.0,0.0656717373181,0.46977196397,0.0,0.0348470727001,0.0,0.0,0.0,0.0,0.047626752844,0.0,0.0,0.0,0.0317712665127,0.0,0.0,0.0,0.0,0.0,0.0,0.26136799964,0.0,0.0869574210612,0.0,0.0,0.0,-5.8333447372,-8.17807688912,navy,1.0,21.0,0.0,Udemy,https://www.udemy.com/be-free-of-diseases-stop-drinking-quit-smoking/,0,20,hovercourse('Be Free of Diseases! Stop Drinking! Quit Smoking!'),unhovercourse('Be Free of Diseases! Stop Drinking! Quit Smoking!'),Be_Free_of_Diseases!_Stop_Drinking!_Quit_Smoking!,../static/course_images/Be_Free_of_Diseases!_Stop_Drinking!_Quit_Smoking!.jpg
Overview of Creating an edX Course,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496318903523,0.0,0.0,0.0,0.457527250321,0.0,0.0,0.0,0.0,0.0,5.40679879169,9.54134131271,navy,,,,EDX,https://www.edx.org/course/overview-creating-edx-course-edx-edx101,n.a.,n.a.,hovercourse('Overview of Creating an edX Course'),unhovercourse('Overview of Creating an edX Course'),Overview_of_Creating_an_edX_Course,../static/course_images/overview-of-creating-an-edx-course_378x225.jpg
