course_name,Stock trading,Yoga/Mindfulness/Psychology,Photography/Cinematography,Mobile App Development,Architecture/history,Food/Weight Loss/Body Building,Web Development,Success Coaching,Leadership/Business,Communication,Logical Subjects,TBD,Sales/Marketing,4-hr week,Math,Social Sciences,Music,Game Development,Languages,Others,tsne_1,tsne_2,color,provider,general_topics
Hoop Core Fitness with Betty Hoops - Beginner Tricks,0.0,0.344752373272,0.0,0.0,0.018497340777,0.582655430886,0.0,0.0,0.0,0.0,0.0,0.0474281882662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57972563718,15.14256637,#fed82f,Udemy,"Food/Weight Loss/Body Building, Yoga/Mindfulness/Psychology"
Negotiation,0.0195285583714,0.0,0.0,0.0,0.0,0.0,0.0,0.553613018243,0.0830755479926,0.296545927257,0.0,0.0389036146106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.328745374,1.00485005219,#b3b3b3,Udemy,"Success Coaching, Communication"
How To Self Heal Anger,0.0,0.915982386316,0.0,0.0,0.0,0.0403474897845,0.0,0.0,0.0,0.0,0.0,0.0375107034452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6424072108,9.19299920421,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Hypnosis – Eliminate Stuttering Using Self Hypnosis,0.0,0.872992370329,0.0,0.0,0.0,0.0,0.0,0.0840512907718,0.0,0.0,0.0,0.0354342148581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2116212243,9.09893185666,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Using a Photographic Light Meter,0.0,0.0,0.811683911275,0.0,0.0,0.0,0.0,0.0,0.0,0.1512429775,0.0,0.0321880536395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.1053839911,8.22733011948,#8d9fca,Udemy,Photography/Cinematography
Mastering Macro Photography,0.0,0.0,0.780269774605,0.0,0.0,0.0,0.0,0.0,0.0,0.177763417178,0.0,0.0312073143824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0021416563,8.23537381979,#8d9fca,Udemy,Photography/Cinematography
Eye & Lash Art,0.0,0.0502452530824,0.609289878293,0.0,0.0,0.0,0.0,0.299976775379,0.0,0.0,0.0,0.0310763283781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.8773082613,6.90761842159,#8d9fca,Udemy,"Success Coaching, Photography/Cinematography"
Java Spring Tutorials (Part: 1-Beginners),0.0,0.0,0.0,0.0,0.0,0.0,0.936121142711,0.0,0.0,0.0,0.0,0.0292634718942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8260786294,-17.7836037956,#e4c394,Udemy,Web Development
Gopro 4 - Become a video hero,0.0,0.0,0.934439178061,0.034095135173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280243911516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.6987789438,7.8383420438,#8d9fca,Udemy,Photography/Cinematography
5 Simple NLP Techniques To Overcome Anxiety,0.0,0.965534796957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244652028563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3570583597,9.31519132722,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Login and Registration System in PHP and MYSQL step by step,0.0,0.0,0.0,0.0,0.156127589035,0.0,0.812528509746,0.0,0.0,0.0,0.0,0.022104770651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24108393716,-16.3897120084,#e4c394,Udemy,Web Development
How to Climb Your Best,0.0,0.107557111008,0.0,0.0,0.0,0.0,0.0,0.85753713232,0.0,0.0,0.0,0.0214730990619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.86214873744,-0.791729361778,#b3b3b3,Udemy,Success Coaching
ITALIANO AUTENTICO to speak italian as if you were in Italy,0.0,0.0819663546095,0.0,0.0,0.0,0.0,0.544786348829,0.345070142391,0.0,0.0,0.0,0.019481501822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345363773161,-12.2050019296,#b3b3b3,Udemy,"Success Coaching, Web Development"
PHP Development with the Laravel Framework,0.0,0.0,0.0,0.0,0.236326717705,0.0,0.741175336228,0.0,0.0,0.0,0.0,0.0181612112847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73986432603,-16.0755686584,navy,Udemy,"Architecture/history, Web Development"
PHP and MySQL for Dynamic Web Sites: Video QuickStart Guide,0.0,0.0,0.113802764982,0.0,0.0,0.0,0.621084804756,0.0,0.0,0.23656521638,0.0,0.0162395213475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09510682198,-13.1856934581,navy,Udemy,"Web Development, Communication"
"Live Intensely, Fully Energized for Education ",0.0127012250623,0.0,0.0,0.0,0.0,0.0,0.0,0.900707454186,0.0,0.0710357890085,0.0,0.0136907298386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.89942900933,-0.748449859062,#b3b3b3,Udemy,Success Coaching
Total Yoga Challenge: 15 Minutes x 15 Days,0.0,0.90766987225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718755820216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1542440363,9.23675129629,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
The Fast Track To Forex Candle Pattern Trading,0.693021326872,0.0,0.14291042391,0.0,0.0,0.0,0.105144000479,0.0,0.0,0.0557242486854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.3913693027,14.9284392809,#66c2a5,Udemy,Stock trading
Introduction to HTML 4 Training Tutorial,0.0,0.0,0.0778762276765,0.0,0.0,0.0,0.85555833558,0.0,0.0,0.0530733730546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132576053224,-16.3590807378,#e4c394,Udemy,Web Development
Ultimate WordPress Plugin Course,0.0,0.0,0.0,0.0,0.356376101246,0.0,0.579825423864,0.0,0.0,0.0527914746903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71268824908,-14.1332515191,#a6d853,Udemy,"Architecture/history, Web Development"
30 Ways to Increase Your Personal & Business Performance,0.0,0.0,0.37761222558,0.0,0.130984324767,0.0,0.0,0.449573003422,0.0,0.0398658096484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.6057202268,6.4895292237,#b3b3b3,Udemy,"Success Coaching, Photography/Cinematography"
iPhone Filmmaking,0.0,0.0,0.757632441995,0.0585274735559,0.0,0.0,0.0,0.139227489895,0.0,0.0367431384016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.7676990866,7.63669567111,#8d9fca,Udemy,Photography/Cinematography
FileMaker Pro 13 for beginners,0.0,0.0,0.0419398366919,0.0,0.0,0.0,0.909116418178,0.0,0.0,0.0359385605035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02613370761,-17.3727259639,#e4c394,Udemy,Web Development
How to communicate authentically on camera,0.0,0.0,0.298146270433,0.0,0.0660071517146,0.0,0.0,0.593229555275,0.0,0.0358943333541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.5218231272,6.35441944803,#b3b3b3,Udemy,"Success Coaching, Photography/Cinematography"
Financial Management - A Complete Study,0.0,0.0514285459604,0.0,0.0,0.304312759436,0.0,0.0,0.0,0.610501494723,0.029568718112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6368460782,-6.9741720443,#e41a1c,Udemy,"Architecture/history, Leadership/Business"
Learn Stripe PHP: Make Checkout Webpages,0.0,0.0,0.0,0.0,0.210172072794,0.0,0.759777835217,0.0,0.0,0.0199545453204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64098349775,-16.1337095082,navy,Udemy,"Architecture/history, Web Development"
Accounting 102: Guide to Business Accounting,0.0483743709334,0.0,0.0,0.0,0.802072350166,0.0,0.0,0.0,0.132183636049,0.0146207328418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0431597298,1.0424396733,#a6d853,Udemy,Architecture/history
OpenCart 2.0 Video QuickStart ,0.0,0.0,0.0803341490215,0.0,0.719324696426,0.0,0.197741766124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9890081503,-0.629041853125,#a6d853,Udemy,Architecture/history
How to Build 10 Different Websites Easily with Wordpress 4,0.0,0.0,0.0514390143881,0.0,0.761060686583,0.0,0.183722521186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0633597462,-0.405676910438,#a6d853,Udemy,Architecture/history
Photography Landscape Retouching ,0.0,0.0,0.801120888118,0.0,0.0,0.0,0.18051176469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.5867073049,9.01696791737,#8d9fca,Udemy,Photography/Cinematography
Create a Responsive Author Website with NO Prior Experience,0.0,0.0,0.0345754075347,0.0,0.810000942664,0.0,0.148169345699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3088366509,0.163187942245,#a6d853,Udemy,Architecture/history
"Stacked Area Chart JS, create your chart with Charts JS",0.0,0.0,0.0,0.873732502056,0.0,0.0,0.124893452117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88624962299,-2.08462132507,#e68ac3,Udemy,Mobile App Development
iOS App Development: Publish Your Apps To The iTunes Store,0.0,0.0,0.0,0.582542150835,0.286030218415,0.0,0.112538741402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14313683613,-2.0708989486,#e68ac3,Udemy,"Architecture/history, Mobile App Development"
"Polar Area Chart JS, create it from scratch with Chart JS",0.0,0.0,0.0,0.895727584862,0.0,0.0,0.102927123633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87884463594,-2.08391577992,#e68ac3,Udemy,Mobile App Development
How to Create a Wordpress Website from Scratch - No Coding,0.0,0.0,0.0479717423862,0.0,0.840645960115,0.0,0.0995337657323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4933011212,0.55813625808,#a6d853,Udemy,Architecture/history
Regents Chemistry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981765478066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83952433878,9.72156453336,#4dae4a,Udemy,Logical Subjects
Create a WordPress Ecommerce Website Quickly and Easily,0.0,0.0,0.0728302930552,0.0,0.835791702271,0.0,0.088004988734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4735195632,0.56772850086,#a6d853,Udemy,Architecture/history
Video Editing using Adobe Premiere Pro: For beginners,0.0,0.0,0.890818343295,0.0156130547892,0.0,0.0,0.0868225700446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.9311145563,7.92100470532,#8d9fca,Udemy,Photography/Cinematography
"Multi Level Pie Chart JS, learn to create it with Charts JS",0.0,0.0,0.0,0.924575122278,0.0,0.0,0.074018627695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87096534079,-2.08284659259,#e68ac3,Udemy,Mobile App Development
Scatter Chart JS. Create scatter chart with Chart JS,0.0,0.0,0.0,0.926183056865,0.0,0.0,0.0725546710214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87056917828,-2.08463650324,#e68ac3,Udemy,Mobile App Development
Start An Online Store A to Z Guide - OpenCart 1.5 Ecommerce,0.0,0.0,0.0,0.0,0.923966335434,0.0,0.0681700242021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7927293522,0.818285661881,#a6d853,Udemy,Architecture/history
Adobe Premiere Pro Video Editing Essentials,0.0,0.0,0.943109298778,0.0,0.0,0.0,0.0457795899545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.7705536439,7.8239842119,#8d9fca,Udemy,Photography/Cinematography
"Line Bar Chart JS, Create yours from scratch with Charts JS",0.0,0.0,0.0,0.953944399283,0.0,0.0,0.0447143190231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86386109835,-2.08255516249,#e68ac3,Udemy,Mobile App Development
Anatomy of Fitness - Yoga,0.0,0.878662895658,0.0,0.0,0.0739381060278,0.0,0.0384516297539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3565886662,9.13532995608,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Learn Simple Breathing Meditation Now,0.0,0.986231883902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4312076591,9.30165092191,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Be Pain free now through self hypnosis,0.0,0.986428571282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4214932655,9.32289160176,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Hypnosis – Heal Obesity With Self Hypnosis,0.0,0.986619718121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4324986538,9.32712574807,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Learn Self Hypnosis to Reprogram Your Subconscious Mind,0.0,0.988554216605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4436396982,9.29027828993,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Breathing Meditation Exercises For Healing ,0.0,0.990206185447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4343538701,9.2910221937,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Hypnosis - Slow Down Your Ageing With Self Hypnosis,0.0,0.990404040275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4090703966,9.32338641313,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Elemental Restorative Yoga with Amber Sawyer,0.0,0.990610199566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4493235953,9.3276456728,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Learn How To Meditate ,0.0,0.991037735335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.445874004,9.32143704066,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Hypnosis - Get Rid of Your Skin Problems Now ,0.0,0.991284403503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4178606159,9.29223122464,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
"Breathe Yourself Free Of Stress, Anxiety & Depression ",0.0,0.993402777652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.423544257,9.31395691754,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Prenatal Yoga,0.0,0.993749999889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4631356442,9.30454442551,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Hypnosis- Manage Your Diabetes Using Self Hypnosis,0.0,0.994099378747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4672947616,9.30988099334,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Yoga Mobility Challenge: 15 Minutes x 15 Days (6/6),0.0,0.995202020139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4619985442,9.28690076276,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Holy Yoga 101,0.0,0.996701388826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4422704789,9.31759201179,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Do you Sit For Hours? Do you have Back Pain? Move To Heal! ,0.0,0.997780373809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4711481046,9.31173787611,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Profitable Candlestick Trading Method: 10 Primary Reversals,0.99986080586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7592029293,15.475849289,#66c2a5,Udemy,Stock trading
The Art of Black and White Photography,0.0,0.0,0.998224299027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0199311704,7.76496304043,#8d9fca,Udemy,Photography/Cinematography
The Art of Travel Photography: Take Better Photos Yourself!,0.0,0.0,0.995777777669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0223143491,7.77040985972,#8d9fca,Udemy,Photography/Cinematography
Learn your Nikon Flash system,0.0,0.0,0.993356643254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0057390048,7.78040928412,#8d9fca,Udemy,Photography/Cinematography
Black and White: From Snapshots to Great Shots ,0.0,0.0,0.987820512644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.985729215,7.7845964623,#8d9fca,Udemy,Photography/Cinematography
Create Vintage Style Pin-up Portraits from a Photograph,0.0,0.0,0.983620689351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.98366621,7.78492767438,#8d9fca,Udemy,Photography/Cinematography
How To Use Adobe Premiere Pro: For Beginners,0.0,0.0,0.981372548764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.9626518293,7.78570323841,#8d9fca,Udemy,Photography/Cinematography
Landscape Photography,0.0,0.0,0.95476190442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.8563649736,7.81509094764,#8d9fca,Udemy,Photography/Cinematography
SpeedGrade and Premiere Pro Master Video Color Correction,0.0,0.0,0.9472222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.8131223423,7.82421694288,#8d9fca,Udemy,Photography/Cinematography
Master iMovie 10.0.10 Basics,0.0,0.0,0.947069638277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.8142674064,7.81948547832,#8d9fca,Udemy,Photography/Cinematography
Bob Davis' Professional Photography Lighting Techniques,0.0,0.0,0.944117645545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.7971578166,7.82640662989,#8d9fca,Udemy,Photography/Cinematography
誰でもわかる Adobe Premiere Pro CC,0.0,0.0,0.926923076206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.6746144526,7.84677356847,#8d9fca,Udemy,Photography/Cinematography
"HTML Simplified, Learning Web Development",0.0,0.0,0.0,0.0,0.0,0.0,0.996558546821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.17032677775,-18.6346869128,#e4c394,Udemy,Web Development
How to help your child in the world of soccer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9878205126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.98560110685,-0.757622283349,#b3b3b3,Udemy,Success Coaching
Wing Chun Master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926923076105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.94712236162,-0.766491321941,#b3b3b3,Udemy,Success Coaching
JKD Street Fight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894444443218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.91235539385,-0.772768499479,#b3b3b3,Udemy,Success Coaching
Lead the Way - Building Leadership Capability,0.0,0.0,0.0,0.0,0.0,0.0,0.125681565945,0.86231843383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.92334096252,-0.769241547202,#b3b3b3,Udemy,Success Coaching
Learn the secrets of Millionaire Speakers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841666665454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.83990894328,-0.789435681392,#b3b3b3,Udemy,Success Coaching
Forex Watchers: Basics,0.568958960927,0.0,0.0,0.0,0.0,0.0,0.0,0.417404675149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.7216266331,14.852793464,#b3b3b3,Udemy,"Success Coaching, Stock trading"
AngularJS For ASP.NET MVC Developers,0.0,0.0,0.0,0.0,0.0,0.0,0.568075562253,0.391015345924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340883112869,-12.2116491459,#b3b3b3,Udemy,"Success Coaching, Web Development"
"Get to know the VIX Index (aka ""The Fear Index"")",0.659989202176,0.0,0.0,0.0,0.0,0.0,0.0,0.332867940522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.5715531111,14.903720611,#66c2a5,Udemy,"Success Coaching, Stock trading"
Forex Watchers: Correlation and Timeframes,0.659869347152,0.0,0.0,0.0,0.0,0.0,0.0,0.327630652566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.563825553,14.9188028884,#66c2a5,Udemy,"Success Coaching, Stock trading"
How to lose 5kg in 5 Weeks,0.0,0.0,0.0,0.0,0.160105237163,0.488713760512,0.0,0.326895287499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79564650693,12.908471793,#fed82f,Udemy,"Success Coaching, Food/Weight Loss/Body Building"
Forex Watchers: Trend and Consolidation,0.677246810203,0.0,0.0,0.0,0.0,0.0,0.0,0.310077133211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.5287571037,14.9212437565,#66c2a5,Udemy,"Success Coaching, Stock trading"
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,0.0,0.0,0.0,0.0,0.0,0.0,0.598696944876,0.288803053008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310552086736,-12.2882282329,navy,Udemy,"Success Coaching, Web Development"
Hypnosis- Choose To Be Healthy Using Self Hypnosis,0.0,0.565523431041,0.0,0.0,0.0,0.139469524981,0.0,0.288207043853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0394850135,6.39925128222,#fa8d62,Udemy,"Success Coaching, Yoga/Mindfulness/Psychology"
iOS SDK 7 Bootcamp,0.0,0.0,0.0,0.0874251782639,0.0,0.0,0.614717540372,0.282678709645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264674571917,-12.2764160541,navy,Udemy,"Success Coaching, Web Development"
 Learning MAMP Server - An Infinite Skills Course,0.0,0.0,0.0,0.0,0.0,0.0,0.714313074292,0.23568692497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27304092169,-12.4453064005,navy,Udemy,"Success Coaching, Web Development"
Create a Single HTML5 Resume,0.0,0.0,0.0564713141425,0.0,0.0285418144605,0.0,0.673526815189,0.235399450006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266445605794,-12.4080990658,navy,Udemy,"Success Coaching, Web Development"
Spiritual Weight Loss,0.0,0.59999117906,0.0,0.0,0.0,0.189376141222,0.0,0.205353176494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1966788252,6.71131411211,#fa8d62,Udemy,"Success Coaching, Yoga/Mindfulness/Psychology"
Forex Watchers: Supply and Demand,0.799700201437,0.0,0.0,0.0,0.0,0.0,0.0,0.186453644465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0371652862,15.161145715,#66c2a5,Udemy,Stock trading
Learn how to make iPhone and iPad apps in 1 hour without any programming,0.0,0.0,0.0,0.518464785862,0.290775068718,0.0,0.0,0.175847864428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18154480956,-2.02736962541,#e68ac3,Udemy,"Architecture/history, Mobile App Development"
الدورة الشاملة لتطوير وبناء تطبيقات ايفون IOS8 Swift,0.0,0.0,0.0,0.428262611408,0.0,0.0,0.403805448032,0.155613099752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.425081690635,-9.6808406416,#e68ac3,Udemy,"Web Development, Mobile App Development"
Master Git with examples and streamline your workflow,0.0,0.0,0.0,0.0,0.0,0.0,0.867992495457,0.124749439879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342624748386,-18.315272569,#e4c394,Udemy,Web Development
Node.js Fundamentals by Examples,0.0,0.0,0.0,0.0,0.0,0.0494354040046,0.827118856195,0.1144983712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414918094212,-18.2101145482,#e4c394,Udemy,Web Development
